50,50
0,0.651464,0.438448,0.484018,0.260179,0.411319,0.722472,0.480863,0.688766,0.391512,0.383238,0.576959,0.554783,0.461393,0.373417,0.429541,0.480401,0.463709,0.281018,0.507253,0.825239,0.425552,0.5776,0.522913,0.311591,0.369671,0.32004,0.243981,0.318969,0.599216,0.684772,0.667669,0.579004,0.398476,0.603096,0.516438,0.604926,0.567646,0.623378,0.47231,0.447871,0.424302,0.388998,0.415129,0.726391,0.435464,0.600905,0.414216,0.217358,0.648695
0.651464,0,0.680174,0.342581,0.411584,0.586422,0.399471,0.569927,0.397362,0.62528,0.452032,0.379671,0.773784,0.234891,0.338526,0.467114,0.17422,0.79632,0.552966,0.561011,0.406058,0.803747,0.369756,0.41155,0.372336,0.284457,0.615066,0.640989,0.614883,0.693585,0.168473,0.513336,0.563517,0.308559,0.609542,0.38534,0.171931,0.426055,0.466685,0.466871,0.363179,0.587673,0.556387,0.608204,0.440163,0.74435,0.597146,0.489444,0.788957,0.546575
0.438448,0.680174,0,0.555935,0.384193,0.5544,0.504886,0.335046,0.67046,0.453246,0.669773,0.466832,0.234557,0.629629,0.459383,0.553271,0.556311,0.52751,0.568066,0.261929,0.608505,0.457206,0.593814,0.524992,0.438409,0.49299,0.159258,0.341665,0.234006,0.259194,0.704696,0.445948,0.26409,0.466969,0.298813,0.640806,0.550343,0.331861,0.732856,0.64956,0.31869,0.313733,0.125465,0.791404,0.477231,0.0783708,0.349127,0.65665,0.596793,0.313575
0.484018,0.342581,0.555935,0,0.342012,0.252637,0.549081,0.320332,0.213794,0.657164,0.483092,0.216524,0.569919,0.293425,0.39013,0.567199,0.283873,0.809768,0.294466,0.582019,0.51228,0.497681,0.570655,0.565003,0.366526,0.281486,0.432835,0.577867,0.38862,0.695921,0.48389,0.371587,0.581002,0.376189,0.451679,0.552978,0.38221,0.37461,0.200954,0.167967,0.318774,0.605085,0.450259,0.57917,0.451232,0.61667,0.66356,0.229559,0.675985,0.508339
0.260179,0.411584,0.384193,0.342012,0,0.418924,0.479972,0.402597,0.532911,0.318113,0.294522,0.401153,0.531496,0.270059,0.132038,0.272432,0.241222,0.468389,0.324204,0.345028,0.589765,0.52346,0.354267,0.310229,0.0750359,0.13857,0.291812,0.250985,0.310558,0.475718,0.436518,0.50972,0.405322,0.149099,0.484595,0.327044,0.345641,0.370419,0.528861,0.413762,0.227842,0.299934,0.274382,0.434055,0.514144,0.420378,0.430957,0.38659,0.4139,0.472289
0.411319,0.586422,0.5544,0.252637,0.418924,0,0.739063,0.305546,0.387233,0.716748,0.570392,0.377193,0.516096,0.469557,0.523663,0.680089,0.486594,0.835666,0.193287,0.674704,0.716722,0.294784,0.741545,0.714742,0.473832,0.431129,0.401023,0.584365,0.32522,0.765593,0.711014,0.475787,0.684546,0.52405,0.492967,0.703887,0.60285,0.509556,0.283995,0.181417,0.456227,0.676484,0.488078,0.605231,0.619089,0.594356,0.773166,0.208627,0.610336,0.617364
0.722472,0.399471,0.504886,0.549081,0.479972,0.739063,0,0.544108,0.57763,0.565024,0.66693,0.418029,0.624358,0.527948,0.418418,0.514606,0.407514,0.71051,0.741933,0.329501,0.233488,0.827519,0.378862,0.376063,0.462734,0.455092,0.541603,0.597293,0.582568,0.404411,0.372673,0.43036,0.274527,0.395548,0.45663,0.502558,0.242916,0.270421,0.723898,0.711135,0.300773,0.43898,0.421163,0.850308,0.247107,0.569723,0.315342,0.741674,0.86561,0.284216
0.480863,0.569927,0.335046,0.320332,0.402597,0.305546,0.544108,0,0.384912,0.654411,0.667809,0.229815,0.258277,0.539562,0.49389,0.660095,0.48397,0.774071,0.419124,0.484869,0.521353,0.314174,0.676744,0.637312,0.463296,0.444952,0.240832,0.53108,0.190121,0.539494,0.671976,0.23095,0.455839,0.488617,0.189074,0.699573,0.510229,0.275487,0.446778,0.407047,0.297543,0.544749,0.289993,0.770211,0.388137,0.395764,0.575896,0.454395,0.695995,0.342253
0.688766,0.397362,0.67046,0.213794,0.532911,0.387233,0.57763,0.384912,0,0.835033,0.677155,0.214781,0.633751,0.457356,0.560964,0.741112,0.425506,0.992326,0.491018,0.698402,0.451609,0.608931,0.700588,0.705943,0.552136,0.462823,0.572503,0.76407,0.526618,0.795395,0.559251,0.324705,0.665722,0.539743,0.469806,0.710225,0.453784,0.416277,0.210888,0.314884,0.431003,0.756511,0.575796,0.778404,0.416372,0.740824,0.767009,0.404036,0.887255,0.531653
0.391512,0.62528,0.453246,0.657164,0.318113,0.716748,0.565024,0.654411,0.835033,0,0.407131,0.676049,0.676542,0.510049,0.299094,0.203949,0.476644,0.171225,0.600263,0.316988,0.759589,0.739563,0.338765,0.264548,0.301098,0.405865,0.456414,0.177338,0.518254,0.412326,0.561182,0.746653,0.426067,0.325074,0.676113,0.332712,0.515024,0.562059,0.845851,0.726647,0.442955,0.173137,0.400099,0.535657,0.696683,0.448606,0.352796,0.685321,0.396685,0.604731
